major_code,special_name,special_type,type_name,catalog_level,level2_name,level3_name,civil_service_fit_score,civil_service_fit_level,exam_scope,direct_role_count,direct_exact_role_count,direct_broad_role_count,direct_no_major_limit_role_count,direct_quasi_three_unlimited_role_count,direct_exact_role_pct,direct_broad_role_pct,direct_no_major_limit_role_pct,direct_quasi_three_unlimited_role_pct,position_match_profile,suitable_role_types,direct_plan_num_sum,direct_weighted_competition_ratio,direct_low_restriction_role_count,direct_central_role_count,direct_central_role_pct,direct_central_avg_competition_ratio,direct_provincial_role_count,direct_provincial_role_pct,direct_provincial_avg_competition_ratio,direct_city_role_count,direct_city_role_pct,direct_city_avg_competition_ratio,direct_county_or_below_role_count,direct_county_or_below_role_pct,direct_county_or_below_avg_competition_ratio,graduate_path_role_count,textual_all_role_count,textual_exact_role_match_count,textual_broad_role_match_count,textual_opportunity_level,upgrade_or_graduate_potential_level,fit_basis,tier1_head_research_reading,tier2_regional_reading,tier3_applied_vocational_reading,sample_departments,sample_job_names
082001,航空航天工程,本科(普通),,本科,工学,航空航天类,34.8,弱适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,47.0,1.0,46.0,0.0,0.0,2.1,97.9,0.0,0.0,主要靠专业大类/门类岗位,公安/移民/基层执法(32)；海关/边检(13)；税务系统(8)；交通海事民航铁路(7)；统计调查(3),82.0,71.21,9.0,0.0,0.0,,16.0,34.0,68.75,21.0,44.7,67.73,10.0,21.3,115.75,21.0,72.0,1.0,71.0,limited,升学后中等潜力,存在专业代码或专业名称精确匹配，并有直接学历兼容岗位。,可以考，但院校层级优势有限，更依赖岗位地区和限制条件。,岗位窗口较窄，建议只作为就业备选项。,不适合作为普通应用院校的考公主卖点。,上海出入境边防检查总站|上海市公安局特勤局|上海铁路公安局|中国民用航空局华东地区管理局|中国法学会|全国总工会|公安部|内蒙古出入境边防检查总站,一级主任科员及以下|一级行政执法员（一）|一级行政执法员（三）|一级行政执法员（二）|一级行政执法员（五）|一级警长及以下（一）|一级警长及以下（七）|一级警长及以下（五）
082002,飞行器设计与工程,本科(普通),,本科,工学,航空航天类,34.7,弱适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,47.0,1.0,46.0,0.0,0.0,2.1,97.9,0.0,0.0,主要靠专业大类/门类岗位,公安/移民/基层执法(31)；海关/边检(12)；税务系统(8)；交通海事民航铁路(7)；统计调查(3),79.0,75.59,9.0,0.0,0.0,,16.0,34.0,68.75,20.0,42.6,71.11,11.0,23.4,117.41,21.0,72.0,1.0,71.0,limited,升学后中等潜力,存在专业代码或专业名称精确匹配，并有直接学历兼容岗位。,可以考，但院校层级优势有限，更依赖岗位地区和限制条件。,岗位窗口较窄，建议只作为就业备选项。,不适合作为普通应用院校的考公主卖点。,上海出入境边防检查总站|上海市公安局特勤局|上海铁路公安局|中国民用航空局中南地区管理局|中国民用航空局华东地区管理局|中国法学会|全国总工会|公安部,一级主任科员及以下|一级行政执法员（一）|一级行政执法员（三）|一级行政执法员（二）|一级行政执法员（五）|一级警长及以下（一）|一级警长及以下（七）|一级警长及以下（五）
082003,飞行器制造工程,本科(普通),,本科,工学,航空航天类,38.2,中等适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,49.0,3.0,46.0,0.0,0.0,6.1,93.9,0.0,0.0,主要靠专业大类/门类岗位,公安/移民/基层执法(32)；海关/边检(13)；税务系统(8)；交通海事民航铁路(7)；统计调查(3),81.0,74.7,9.0,0.0,0.0,,17.0,34.7,66.18,21.0,42.9,70.29,11.0,22.4,117.41,21.0,74.0,3.0,71.0,limited,升学后中等潜力,存在专业代码或专业名称精确匹配，并有直接学历兼容岗位。,可以考，但院校层级优势有限，更依赖岗位地区和限制条件。,可作为备选路径，适合叠加党员、基层项目、应届身份等条件。,可作为基层备选，但要靠地域、应届和限制条件放大机会。,上海出入境边防检查总站|上海市公安局特勤局|上海铁路公安局|中国民用航空局中南地区管理局|中国民用航空局华东地区管理局|中国法学会|云南出入境边防检查总站|全国总工会,一级主任科员及以下|一级行政执法员（一）|一级行政执法员（三）|一级行政执法员（二）|一级行政执法员（五）|一级警长及以下（一）|一级警长及以下（七）|一级警长及以下（五）
082004,飞行器动力工程,本科(普通),,本科,工学,航空航天类,34.7,弱适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,47.0,1.0,46.0,0.0,0.0,2.1,97.9,0.0,0.0,主要靠专业大类/门类岗位,公安/移民/基层执法(31)；海关/边检(12)；税务系统(8)；交通海事民航铁路(7)；统计调查(3),79.0,75.59,9.0,0.0,0.0,,16.0,34.0,68.75,20.0,42.6,71.11,11.0,23.4,117.41,21.0,72.0,1.0,71.0,limited,升学后中等潜力,存在专业代码或专业名称精确匹配，并有直接学历兼容岗位。,可以考，但院校层级优势有限，更依赖岗位地区和限制条件。,岗位窗口较窄，建议只作为就业备选项。,不适合作为普通应用院校的考公主卖点。,上海出入境边防检查总站|上海市公安局特勤局|上海铁路公安局|中国民用航空局中南地区管理局|中国民用航空局华东地区管理局|中国法学会|全国总工会|公安部,一级主任科员及以下|一级行政执法员（一）|一级行政执法员（三）|一级行政执法员（二）|一级行政执法员（五）|一级警长及以下（一）|一级警长及以下（七）|一级警长及以下（五）
082005,飞行器环境与生命保障工程,本科(普通),,本科,工学,航空航天类,31.3,弱适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,46.0,0.0,46.0,0.0,0.0,0.0,100.0,0.0,0.0,主要靠专业大类/门类岗位,公安/移民/基层执法(31)；海关/边检(12)；税务系统(8)；交通海事民航铁路(7)；统计调查(3),78.0,74.85,9.0,0.0,0.0,,16.0,34.8,68.75,20.0,43.5,71.11,10.0,21.7,115.75,21.0,71.0,0.0,71.0,limited,升学后中等潜力,主要来自专业类/学科门类宽口径匹配，报考前必须核官方专业目录。,可以考，但院校层级优势有限，更依赖岗位地区和限制条件。,岗位窗口较窄，建议只作为就业备选项。,不适合作为普通应用院校的考公主卖点。,上海出入境边防检查总站|上海市公安局特勤局|上海铁路公安局|中国民用航空局华东地区管理局|中国法学会|全国总工会|公安部|内蒙古出入境边防检查总站,一级主任科员及以下|一级行政执法员（一）|一级行政执法员（三）|一级行政执法员（二）|一级行政执法员（五）|一级警长及以下（一）|一级警长及以下（七）|一级警长及以下（五）
082006T,飞行器质量与可靠性,本科(普通),,本科,工学,航空航天类,31.3,弱适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,46.0,0.0,46.0,0.0,0.0,0.0,100.0,0.0,0.0,主要靠专业大类/门类岗位,公安/移民/基层执法(31)；海关/边检(12)；税务系统(8)；交通海事民航铁路(7)；统计调查(3),78.0,74.85,9.0,0.0,0.0,,16.0,34.8,68.75,20.0,43.5,71.11,10.0,21.7,115.75,21.0,71.0,0.0,71.0,limited,升学后中等潜力,主要来自专业类/学科门类宽口径匹配，报考前必须核官方专业目录。,可以考，但院校层级优势有限，更依赖岗位地区和限制条件。,岗位窗口较窄，建议只作为就业备选项。,不适合作为普通应用院校的考公主卖点。,上海出入境边防检查总站|上海市公安局特勤局|上海铁路公安局|中国民用航空局华东地区管理局|中国法学会|全国总工会|公安部|内蒙古出入境边防检查总站,一级主任科员及以下|一级行政执法员（一）|一级行政执法员（三）|一级行政执法员（二）|一级行政执法员（五）|一级警长及以下（一）|一级警长及以下（七）|一级警长及以下（五）
082007T,飞行器适航技术,本科(普通),,本科,工学,航空航天类,31.3,弱适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,46.0,0.0,46.0,0.0,0.0,0.0,100.0,0.0,0.0,主要靠专业大类/门类岗位,公安/移民/基层执法(31)；海关/边检(12)；税务系统(8)；交通海事民航铁路(7)；统计调查(3),78.0,74.85,9.0,0.0,0.0,,16.0,34.8,68.75,20.0,43.5,71.11,10.0,21.7,115.75,21.0,71.0,0.0,71.0,limited,升学后中等潜力,主要来自专业类/学科门类宽口径匹配，报考前必须核官方专业目录。,可以考，但院校层级优势有限，更依赖岗位地区和限制条件。,岗位窗口较窄，建议只作为就业备选项。,不适合作为普通应用院校的考公主卖点。,上海出入境边防检查总站|上海市公安局特勤局|上海铁路公安局|中国民用航空局华东地区管理局|中国法学会|全国总工会|公安部|内蒙古出入境边防检查总站,一级主任科员及以下|一级行政执法员（一）|一级行政执法员（三）|一级行政执法员（二）|一级行政执法员（五）|一级警长及以下（一）|一级警长及以下（七）|一级警长及以下（五）
082008T,飞行器控制与信息工程,本科(普通),,本科,工学,航空航天类,36.8,中等适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,48.0,2.0,46.0,0.0,0.0,4.2,95.8,0.0,0.0,主要靠专业大类/门类岗位,公安/移民/基层执法(33)；海关/边检(14)；税务系统(8)；交通海事民航铁路(7)；统计调查(3),83.0,71.48,9.0,0.0,0.0,,16.0,33.3,68.75,22.0,45.8,67.56,10.0,20.8,115.75,21.0,73.0,2.0,71.0,limited,升学后中等潜力,存在专业代码或专业名称精确匹配，并有直接学历兼容岗位。,可以考，但院校层级优势有限，更依赖岗位地区和限制条件。,可作为备选路径，适合叠加党员、基层项目、应届身份等条件。,可作为基层备选，但要靠地域、应届和限制条件放大机会。,上海出入境边防检查总站|上海市公安局特勤局|上海铁路公安局|中国民用航空局华东地区管理局|中国法学会|云南出入境边防检查总站|全国总工会|公安部,一级主任科员及以下|一级行政执法员（一）|一级行政执法员（三）|一级行政执法员（二）|一级行政执法员（五）|一级警长及以下（一）|一级警长及以下（七）|一级警长及以下（五）
082009T,无人驾驶航空器系统工程,本科(普通),,本科,工学,航空航天类,42.7,中等适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,54.0,8.0,46.0,0.0,0.0,14.8,85.2,0.0,0.0,主要靠专业大类/门类岗位,公安/移民/基层执法(38)；海关/边检(19)；税务系统(8)；交通海事民航铁路(8)；统计调查(3),98.0,61.95,9.0,0.0,0.0,,17.0,31.5,66.88,27.0,50.0,56.97,10.0,18.5,115.75,21.0,79.0,8.0,71.0,limited,升学后中等潜力,存在专业代码或专业名称精确匹配，并有直接学历兼容岗位。,可以考，但院校层级优势有限，更依赖岗位地区和限制条件。,可作为备选路径，适合叠加党员、基层项目、应届身份等条件。,可作为基层备选，但要靠地域、应届和限制条件放大机会。,上海出入境边防检查总站|上海市公安局特勤局|上海铁路公安局|中国民用航空局华东地区管理局|中国法学会|云南出入境边防检查总站|全国总工会|公安部,一级主任科员及以下|一级行政执法员（一）|一级行政执法员（三）|一级行政执法员（二）|一级行政执法员（五）|一级警长及以下（一）|一级警长及以下（七）|一级警长及以下（五）
082010T,智能飞行器技术,本科(普通),,本科,工学,航空航天类,34.7,弱适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,47.0,1.0,46.0,0.0,0.0,2.1,97.9,0.0,0.0,主要靠专业大类/门类岗位,公安/移民/基层执法(32)；海关/边检(13)；税务系统(8)；交通海事民航铁路(7)；统计调查(3),79.0,74.58,9.0,0.0,0.0,,16.0,34.0,68.75,21.0,44.7,70.29,10.0,21.3,115.75,21.0,72.0,1.0,71.0,limited,升学后中等潜力,存在专业代码或专业名称精确匹配，并有直接学历兼容岗位。,可以考，但院校层级优势有限，更依赖岗位地区和限制条件。,岗位窗口较窄，建议只作为就业备选项。,不适合作为普通应用院校的考公主卖点。,上海出入境边防检查总站|上海市公安局特勤局|上海铁路公安局|中国民用航空局华东地区管理局|中国法学会|云南出入境边防检查总站|全国总工会|公安部,一级主任科员及以下|一级行政执法员（一）|一级行政执法员（三）|一级行政执法员（二）|一级行政执法员（五）|一级警长及以下（一）|一级警长及以下（七）|一级警长及以下（五）
082011T,空天智能电推进技术,本科(普通),,本科,工学,航空航天类,31.3,弱适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,46.0,0.0,46.0,0.0,0.0,0.0,100.0,0.0,0.0,主要靠专业大类/门类岗位,公安/移民/基层执法(31)；海关/边检(12)；税务系统(8)；交通海事民航铁路(7)；统计调查(3),78.0,74.85,9.0,0.0,0.0,,16.0,34.8,68.75,20.0,43.5,71.11,10.0,21.7,115.75,21.0,71.0,0.0,71.0,limited,升学后中等潜力,主要来自专业类/学科门类宽口径匹配，报考前必须核官方专业目录。,可以考，但院校层级优势有限，更依赖岗位地区和限制条件。,岗位窗口较窄，建议只作为就业备选项。,不适合作为普通应用院校的考公主卖点。,上海出入境边防检查总站|上海市公安局特勤局|上海铁路公安局|中国民用航空局华东地区管理局|中国法学会|全国总工会|公安部|内蒙古出入境边防检查总站,一级主任科员及以下|一级行政执法员（一）|一级行政执法员（三）|一级行政执法员（二）|一级行政执法员（五）|一级警长及以下（一）|一级警长及以下（七）|一级警长及以下（五）
082012T,飞行器运维工程,本科(普通),,本科,工学,航空航天类,36.8,中等适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,48.0,2.0,46.0,0.0,0.0,4.2,95.8,0.0,0.0,主要靠专业大类/门类岗位,公安/移民/基层执法(33)；海关/边检(14)；税务系统(8)；交通海事民航铁路(7)；统计调查(3),83.0,71.67,9.0,0.0,0.0,,16.0,33.3,68.75,22.0,45.8,67.75,10.0,20.8,115.75,21.0,73.0,2.0,71.0,limited,升学后中等潜力,存在专业代码或专业名称精确匹配，并有直接学历兼容岗位。,可以考，但院校层级优势有限，更依赖岗位地区和限制条件。,可作为备选路径，适合叠加党员、基层项目、应届身份等条件。,可作为基层备选，但要靠地域、应届和限制条件放大机会。,上海出入境边防检查总站|上海市公安局特勤局|上海铁路公安局|中国民用航空局华东地区管理局|中国法学会|云南出入境边防检查总站|全国总工会|公安部,一级主任科员及以下|一级行政执法员（一）|一级行政执法员（三）|一级行政执法员（二）|一级行政执法员（五）|一级警长及以下（一）|一级警长及以下（七）|一级警长及以下（五）
