major_code,special_name,special_type,type_name,catalog_level,level2_name,level3_name,civil_service_fit_score,civil_service_fit_level,exam_scope,direct_role_count,direct_exact_role_count,direct_broad_role_count,direct_no_major_limit_role_count,direct_quasi_three_unlimited_role_count,direct_exact_role_pct,direct_broad_role_pct,direct_no_major_limit_role_pct,direct_quasi_three_unlimited_role_pct,position_match_profile,suitable_role_types,direct_plan_num_sum,direct_weighted_competition_ratio,direct_low_restriction_role_count,direct_central_role_count,direct_central_role_pct,direct_central_avg_competition_ratio,direct_provincial_role_count,direct_provincial_role_pct,direct_provincial_avg_competition_ratio,direct_city_role_count,direct_city_role_pct,direct_city_avg_competition_ratio,direct_county_or_below_role_count,direct_county_or_below_role_pct,direct_county_or_below_avg_competition_ratio,graduate_path_role_count,textual_all_role_count,textual_exact_role_match_count,textual_broad_role_match_count,textual_opportunity_level,upgrade_or_graduate_potential_level,fit_basis,tier1_head_research_reading,tier2_regional_reading,tier3_applied_vocational_reading,sample_departments,sample_job_names
530502,国际商务,专科(高职),,专科,财经商贸大类,经济贸易类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,7.0,13.0,13.0,0.0,limited,升学后弱潜力,大专学历直接可报岗位不足；专业文本在本科/升本路径中有匹配线索。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,普通应用/职业院校下直接考公空间很小，优先看事业单位、基层项目或行业就业。,中国人民银行|中国贸促会|国家市场监督管理总局|工业和信息化部|深圳海关|黄埔海关,一级主任科员及以下|业务处室一级主任科员及以下|监管四级主办及以下|综合业务四级主办及以下|综合业务处一级主任科员及以下|认证国际合作处一级主任科员及以下|贸易分析四级主管及以下
530503,关务与外贸服务,专科(高职),,专科,财经商贸大类,经济贸易类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,none,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,普通应用/职业院校下直接考公空间很小，优先看事业单位、基层项目或行业就业。,,
530504,服务外包,专科(高职),,专科,财经商贸大类,经济贸易类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,none,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,普通应用/职业院校下直接考公空间很小，优先看事业单位、基层项目或行业就业。,,
530505,国际文化贸易,专科(高职),,专科,财经商贸大类,经济贸易类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,none,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,普通应用/职业院校下直接考公空间很小，优先看事业单位、基层项目或行业就业。,,
530506,国际服务贸易,专科(高职),,专科,财经商贸大类,经济贸易类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,none,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,普通应用/职业院校下直接考公空间很小，优先看事业单位、基层项目或行业就业。,,
530601,工商企业管理,专科(高职),,专科,财经商贸大类,工商管理类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,37.0,2456.0,0.0,2456.0,high,升学后强潜力,大专学历直接可报岗位不足；专业文本在本科/升本路径中有匹配线索。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,直接考公弱；若专升本到相近本科专业，考公潜力明显上升。,上海海关缉私局|上海铁路公安局|乌鲁木齐铁路公安局|公安部|兰州铁路公安局|北京出入境边防检查总站|北京铁路公安局|南京海关缉私局,一级主任科员及以下|一级主任科员及以下一|一级主任科员及以下（二）|一级主办及以下|一级主办及以下(一)|一级主办及以下(二)|一级主办及以下（一）|一级主办及以下（七）
530602,连锁经营与管理,专科(高职),,专科,财经商贸大类,工商管理类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,37.0,2456.0,0.0,2456.0,high,升学后强潜力,大专学历直接可报岗位不足；专业文本在本科/升本路径中有匹配线索。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,直接考公弱；若专升本到相近本科专业，考公潜力明显上升。,上海海关缉私局|上海铁路公安局|乌鲁木齐铁路公安局|公安部|兰州铁路公安局|北京出入境边防检查总站|北京铁路公安局|南京海关缉私局,一级主任科员及以下|一级主任科员及以下一|一级主任科员及以下（二）|一级主办及以下|一级主办及以下(一)|一级主办及以下(二)|一级主办及以下（一）|一级主办及以下（七）
530603,商务管理,专科(高职),,专科,财经商贸大类,工商管理类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,37.0,2456.0,0.0,2456.0,high,升学后强潜力,大专学历直接可报岗位不足；专业文本在本科/升本路径中有匹配线索。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,直接考公弱；若专升本到相近本科专业，考公潜力明显上升。,上海海关缉私局|上海铁路公安局|乌鲁木齐铁路公安局|公安部|兰州铁路公安局|北京出入境边防检查总站|北京铁路公安局|南京海关缉私局,一级主任科员及以下|一级主任科员及以下一|一级主任科员及以下（二）|一级主办及以下|一级主办及以下(一)|一级主办及以下(二)|一级主办及以下（一）|一级主办及以下（七）
530604,中小企业创业与经营,专科(高职),,专科,财经商贸大类,工商管理类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,37.0,2456.0,0.0,2456.0,high,升学后强潜力,大专学历直接可报岗位不足；专业文本在本科/升本路径中有匹配线索。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,直接考公弱；若专升本到相近本科专业，考公潜力明显上升。,上海海关缉私局|上海铁路公安局|乌鲁木齐铁路公安局|公安部|兰州铁路公安局|北京出入境边防检查总站|北京铁路公安局|南京海关缉私局,一级主任科员及以下|一级主任科员及以下一|一级主任科员及以下（二）|一级主办及以下|一级主办及以下(一)|一级主办及以下(二)|一级主办及以下（一）|一级主办及以下（七）
530605,市场营销,专科(高职),,专科,财经商贸大类,工商管理类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,37.0,2456.0,0.0,2456.0,high,升学后强潜力,大专学历直接可报岗位不足；专业文本在本科/升本路径中有匹配线索。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,直接考公弱；若专升本到相近本科专业，考公潜力明显上升。,上海海关缉私局|上海铁路公安局|乌鲁木齐铁路公安局|公安部|兰州铁路公安局|北京出入境边防检查总站|北京铁路公安局|南京海关缉私局,一级主任科员及以下|一级主任科员及以下一|一级主任科员及以下（二）|一级主办及以下|一级主办及以下(一)|一级主办及以下(二)|一级主办及以下（一）|一级主办及以下（七）
530606,数智营销,专科(高职),,专科,财经商贸大类,工商管理类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,普通应用/职业院校下直接考公空间很小，优先看事业单位、基层项目或行业就业。,,
530701,电子商务,专科(高职),,专科,财经商贸大类,电子商务类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,4.0,1321.0,10.0,1311.0,high,升学后强潜力,大专学历直接可报岗位不足；专业文本在本科/升本路径中有匹配线索。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,直接考公弱；若专升本到相近本科专业，考公潜力明显上升。,中国贸促会|乌鲁木齐海关|北京出入境边防检查总站|呼和浩特海关|国家发展和改革委员会|国家税务总局上海市税务局|国家税务总局云南省税务局|国家税务总局内蒙古自治区税务局,一级主任科员及以下|一级主办及以下|一级主办及以下（一）|一级主办及以下（三）|一级主办及以下（二十一）|一级主办及以下（二十四）|一级主办及以下（二）|一级主办及以下（五）
530702,跨境电子商务,专科(高职),,专科,财经商贸大类,电子商务类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,4.0,1317.0,6.0,1311.0,high,升学后强潜力,大专学历直接可报岗位不足；专业文本在本科/升本路径中有匹配线索。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,直接考公弱；若专升本到相近本科专业，考公潜力明显上升。,中国贸促会|北京出入境边防检查总站|呼和浩特海关|国家发展和改革委员会|国家税务总局上海市税务局|国家税务总局云南省税务局|国家税务总局内蒙古自治区税务局|国家税务总局北京市税务局,一级主任科员及以下|一级主办及以下|一级主办及以下（一）|一级主办及以下（三）|一级主办及以下（二十一）|一级主办及以下（二十四）|一级主办及以下（二）|一级主办及以下（五）
530703,移动商务,专科(高职),,专科,财经商贸大类,电子商务类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,3.0,1311.0,0.0,1311.0,high,升学后强潜力,大专学历直接可报岗位不足；专业文本在本科/升本路径中有匹配线索。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,直接考公弱；若专升本到相近本科专业，考公潜力明显上升。,北京出入境边防检查总站|国家发展和改革委员会|国家税务总局上海市税务局|国家税务总局云南省税务局|国家税务总局内蒙古自治区税务局|国家税务总局北京市税务局|国家税务总局吉林省税务局|国家税务总局四川省税务局,一级主办及以下|一级主办及以下（一）|一级主办及以下（三）|一级主办及以下（二十一）|一级主办及以下（二十四）|一级主办及以下（二）|一级主办及以下（五）|一级主办及以下（八）
530704,网络营销与直播电商,专科(高职),,专科,财经商贸大类,电子商务类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,3.0,1311.0,0.0,1311.0,high,升学后强潜力,大专学历直接可报岗位不足；专业文本在本科/升本路径中有匹配线索。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,直接考公弱；若专升本到相近本科专业，考公潜力明显上升。,北京出入境边防检查总站|国家发展和改革委员会|国家税务总局上海市税务局|国家税务总局云南省税务局|国家税务总局内蒙古自治区税务局|国家税务总局北京市税务局|国家税务总局吉林省税务局|国家税务总局四川省税务局,一级主办及以下|一级主办及以下（一）|一级主办及以下（三）|一级主办及以下（二十一）|一级主办及以下（二十四）|一级主办及以下（二）|一级主办及以下（五）|一级主办及以下（八）
530705,农村电子商务,专科(高职),,专科,财经商贸大类,电子商务类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,3.0,1311.0,0.0,1311.0,high,升学后强潜力,大专学历直接可报岗位不足；专业文本在本科/升本路径中有匹配线索。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,直接考公弱；若专升本到相近本科专业，考公潜力明显上升。,北京出入境边防检查总站|国家发展和改革委员会|国家税务总局上海市税务局|国家税务总局云南省税务局|国家税务总局内蒙古自治区税务局|国家税务总局北京市税务局|国家税务总局吉林省税务局|国家税务总局四川省税务局,一级主办及以下|一级主办及以下（一）|一级主办及以下（三）|一级主办及以下（二十一）|一级主办及以下（二十四）|一级主办及以下（二）|一级主办及以下（五）|一级主办及以下（八）
530706,商务数据分析与应用,专科(高职),,专科,财经商贸大类,电子商务类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,3.0,1311.0,0.0,1311.0,high,升学后强潜力,大专学历直接可报岗位不足；专业文本在本科/升本路径中有匹配线索。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,直接考公弱；若专升本到相近本科专业，考公潜力明显上升。,北京出入境边防检查总站|国家发展和改革委员会|国家税务总局上海市税务局|国家税务总局云南省税务局|国家税务总局内蒙古自治区税务局|国家税务总局北京市税务局|国家税务总局吉林省税务局|国家税务总局四川省税务局,一级主办及以下|一级主办及以下（一）|一级主办及以下（三）|一级主办及以下（二十一）|一级主办及以下（二十四）|一级主办及以下（二）|一级主办及以下（五）|一级主办及以下（八）
530801,物流工程技术,专科(高职),,专科,财经商贸大类,物流类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,none,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,普通应用/职业院校下直接考公空间很小，优先看事业单位、基层项目或行业就业。,,
530802,现代物流管理,专科(高职),,专科,财经商贸大类,物流类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,none,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,普通应用/职业院校下直接考公空间很小，优先看事业单位、基层项目或行业就业。,,
530803,航空物流管理,专科(高职),,专科,财经商贸大类,物流类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,none,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,普通应用/职业院校下直接考公空间很小，优先看事业单位、基层项目或行业就业。,,
530804,铁路物流管理,专科(高职),,专科,财经商贸大类,物流类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,none,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,普通应用/职业院校下直接考公空间很小，优先看事业单位、基层项目或行业就业。,,
530805,冷链物流技术与管理,专科(高职),,专科,财经商贸大类,物流类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,none,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,普通应用/职业院校下直接考公空间很小，优先看事业单位、基层项目或行业就业。,,
530806,港口物流管理,专科(高职),,专科,财经商贸大类,物流类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,none,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,普通应用/职业院校下直接考公空间很小，优先看事业单位、基层项目或行业就业。,,
530807,工程物流管理,专科(高职),,专科,财经商贸大类,物流类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,none,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,普通应用/职业院校下直接考公空间很小，优先看事业单位、基层项目或行业就业。,,
530808,采购与供应管理,专科(高职),,专科,财经商贸大类,物流类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,none,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,普通应用/职业院校下直接考公空间很小，优先看事业单位、基层项目或行业就业。,,
530809,智能物流技术,专科(高职),,专科,财经商贸大类,物流类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,none,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,普通应用/职业院校下直接考公空间很小，优先看事业单位、基层项目或行业就业。,,
530810,供应链运营,专科(高职),,专科,财经商贸大类,物流类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,none,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,普通应用/职业院校下直接考公空间很小，优先看事业单位、基层项目或行业就业。,,
530811,低空物流技术与运营,专科(高职),,专科,财经商贸大类,物流类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,普通应用/职业院校下直接考公空间很小，优先看事业单位、基层项目或行业就业。,,
540101,旅游管理,专科(高职),,专科,旅游大类,旅游类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,0.0,limited,升学后弱潜力,大专学历直接可报岗位不足；专业文本在本科/升本路径中有匹配线索。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,普通应用/职业院校下直接考公空间很小，优先看事业单位、基层项目或行业就业。,吉林出入境边防检查总站|新疆出入境边防检查总站,长白山边境管理支队一级警长及以下（八）|阿拉山口出入境边防检查站一级警长及以下（三）
540102,导游,专科(高职),,专科,旅游大类,旅游类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,none,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,普通应用/职业院校下直接考公空间很小，优先看事业单位、基层项目或行业就业。,,
540103,旅行社经营与管理,专科(高职),,专科,旅游大类,旅游类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,none,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,普通应用/职业院校下直接考公空间很小，优先看事业单位、基层项目或行业就业。,,
540104,定制旅行管理与服务,专科(高职),,专科,旅游大类,旅游类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,none,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,普通应用/职业院校下直接考公空间很小，优先看事业单位、基层项目或行业就业。,,
540105,研学旅行管理与服务,专科(高职),,专科,旅游大类,旅游类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,none,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,普通应用/职业院校下直接考公空间很小，优先看事业单位、基层项目或行业就业。,,
540106,酒店管理与数字化运营,专科(高职),,专科,旅游大类,旅游类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,none,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,普通应用/职业院校下直接考公空间很小，优先看事业单位、基层项目或行业就业。,,
540107,民宿管理与运营,专科(高职),,专科,旅游大类,旅游类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,none,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,普通应用/职业院校下直接考公空间很小，优先看事业单位、基层项目或行业就业。,,
540108,葡萄酒文化与营销,专科(高职),,专科,旅游大类,旅游类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,none,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,普通应用/职业院校下直接考公空间很小，优先看事业单位、基层项目或行业就业。,,
540109,茶艺与茶文化,专科(高职),,专科,旅游大类,旅游类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,none,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,普通应用/职业院校下直接考公空间很小，优先看事业单位、基层项目或行业就业。,,
